V1,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term,bad_flag
65791,65601727,,9000,9000,9000,36 months,11.49,296.75,B,B5,Office,6 years,RENT,22800,Verified,Nov-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=65601727,"",debt_consolidation,Debt consolidation,712xx,LA,16,0,Oct-2004,690,694,0,,,2,0,10877,100.7,6,w,0,0,10671.13627893,10671.14,9000,1671.14,0,0,0,Nov-2018,296.38,"",Nov-2018,819,815,0,,1,Individual,,,"",0,0,10877,,,,,,,,,,,,10800,,,,0,5439,0,120.3,0,0,133,132,77,77,0,77,,,,0,1,2,1,4,1,2,5,2,2,0,0,0,0,100,100,0,0,10800,10877,6600,0,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
2270,79065985,,25000,25000,25000,36 months,10.75,815.52,B,B4,Fire dept - lieutenant,10+ years,MORTGAGE,107000,Not Verified,May-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=79065985,"",debt_consolidation,Debt consolidation,201xx,VA,8.97,1,Apr-1987,660,664,1,11,,6,0,6077,93.5,14,w,0,0,28253.1435908677,28253.14,25000,3253.14,0,0,0,Nov-2017,14419.16,"",Mar-2019,664,660,1,11,1,Individual,,,"",0,0,341232,1,1,0,1,19,8699,62,1,2,3425,72,6500,0,0,2,3,56872,423,93.5,2,0,126,349,6,6,2,6,,6,79,3,4,4,4,6,3,4,8,4,6,0,0,1,1,71.4,100,0,0,445500,14776,6500,14000,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
23413,3244716,,7600,7600,7600,36 months,14.09,260.09,B,B5,"","",MORTGAGE,51900,Source Verified,Feb-2013,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=3244716,"",credit_card,Credit card refinancing,847xx,UT,17.66,0,Dec-1977,660,664,0,,52,11,1,12080,81.1,60,w,0,0,8716.8042083884,8716.8,7600,1116.8,0,0,0,May-2014,5082.95,"",Oct-2017,714,710,0,,1,Individual,,,"",0,0,178251,,,,,,,,,,,,14900,,,,4,16205,1911,84.5,0,0,159,427,10,7,1,10,,8,,0,5,7,5,19,33,7,26,7,11,0,0,0,3,100,40,1,0,194270,50518,12300,50488,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
53080,2365131,,16000,16000,16000,36 months,7.9,500.65,A,A4,ARIA Resort,3 years,MORTGAGE,80000,Not Verified,Dec-2012,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=2365131,Borrower added on 12/10/12 > Recently paid off both of my vehicles (2005 Tacoma Pre-Runner and 2007 Camry) and would now like to purchase a recreational vehicle/boat.  Getting tired of spending $400 every time I rent one (8-10 times a year).<br>,major_purchase,Boat / Recreational,890xx,NV,4.53,0,Dec-1996,700,704,0,78,,10,0,9618,58.6,18,w,0,0,18023.1597335467,18023.16,16000,2023.16,0,0,0,Dec-2015,500.4,"",Jun-2018,714,710,0,,1,Individual,,,"",0,0,117805,,,,,,,,,,,,16400,,,,1,13089,3980,56.7,0,0,154,194,15,15,1,15,,,,0,2,4,6,7,7,9,10,4,10,0,0,0,0,94,40,0,0,130544,9618,9200,0,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
74468,56089126,,28000,28000,27975,36 months,10.99,916.56,B,B4,Power Generation Technician,3 years,OWN,190000,Verified,Jul-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=56089126,"",debt_consolidation,Debt consolidation,770xx,TX,7.91,0,Aug-1997,700,704,0,,,7,0,54349,94.8,9,f,0,0,32525.52,32496.48,28000,4525.52,0,0,0,Jan-2018,4616.24,"",Mar-2019,694,690,0,,1,Individual,,,"",0,0,140462,,,,,,,,,,,,57300,,,,0,20066,2951,94.8,0,0,,106,82,82,2,82,,11,,0,5,5,5,7,0,5,7,5,7,0,0,0,0,100,100,0,0,209600,54349,57300,0,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
5822,122271682,,15000,15000,15000,60 months,10.42,321.82,B,B3,"","",MORTGAGE,112000,Not Verified,Nov-2017,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=122271682,"",debt_consolidation,Debt consolidation,117xx,NY,23.15,0,Jan-2005,705,709,0,,,11,0,217095,63.2,23,w,0,0,16330.2796483897,16330.28,15000,1330.28,0,0,0,Oct-2018,13438.68,"",Feb-2019,704,700,0,,1,Individual,,,"",0,0,289594,0,2,0,2,20,9304,44,0,0,7740,56,283200,2,0,1,2,26327,7305,70.3,0,0,150,125,25,20,2,31,,9,,0,4,7,5,6,9,8,12,7,11,0,0,0,0,100,80,0,0,396882,226399,24600,20934,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
1990,51917861,,8000,8000,8000,36 months,15.61,279.72,D,D1,Teacher,10+ years,RENT,42000,Verified,Jun-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=51917861,"",debt_consolidation,Debt consolidation,880xx,NM,20.17,1,May-2000,660,664,2,23,64,6,1,1858,98,22,f,0,0,2516.54,2516.54,1665.67,850.87,0,0,0,Mar-2016,279.72,"",Feb-2017,549,545,0,72,1,Individual,,,"",0,0,14807,,,,,,,,,,,,1900,,,,6,2467,633,98,0,0,181,119,5,2,0,5,23,1,23,1,3,3,3,5,17,3,5,4,6,,0,0,3,91,100,0,0,20846,15652,1900,18946,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,1
68369,19686332,,16000,16000,16000,36 months,14.49,550.66,C,C4,Dental assistant,3 years,MORTGAGE,40000,Not Verified,Jul-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=19686332,"",debt_consolidation,Debt consolidation,989xx,WA,14.94,3,May-2008,670,674,0,12,,13,0,12519,52.2,20,w,0,0,19829.292192441,19829.29,16000,3829.29,0,0,0,Jul-2017,550.56,"",Oct-2018,649,645,0,12,1,Individual,,,"",0,0,208422,,,,,,,,,,,,24000,,,,5,16032,2318,78.5,0,0,69,73,3,3,1,18,,8,48,0,2,4,2,3,10,7,9,4,13,0,0,3,2,78.9,50,0,0,224948,26510,10800,18295,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
78349,57316313,,35000,35000,35000,36 months,8.18,1099.69,B,B1,Communications Manager,2 years,MORTGAGE,73000,Verified,Aug-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=57316313,"",credit_card,Credit card refinancing,805xx,CO,21.19,0,Aug-1996,690,694,1,,,9,0,39327,86.4,22,w,0,0,38218.49,38218.49,35000,3218.49,0,0,0,Dec-2016,21739.05,"",Jan-2017,794,790,0,,1,Individual,,,"",0,0,332175,,,,,,,,,,,,45500,,,,2,41522,3673,91.5,0,0,227,227,1,1,1,63,,1,,0,5,5,5,10,8,7,13,5,9,0,0,0,2,100,100,0,0,353353,41499,43000,14778,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
55145,144001987,,6000,6000,5975,36 months,10.72,195.64,B,B2,"",< 1 year,RENT,35000,Not Verified,Nov-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=144001987,"",credit_card,Credit card refinancing,606xx,IL,11.15,0,Sep-1997,665,669,0,,23,7,1,6309,58.4,29,f,5424.18,5401.58,775.41,772.18,575.82,199.59,0,0,0,Mar-2019,195.64,Apr-2019,Mar-2019,674,670,0,,1,Individual,,,"",0,0,12415,1,2,0,0,139,6106,33,1,4,1727,42,10800,0,0,0,4,1774,2573,40.2,0,0,174,254,5,5,0,16,,13,,0,1,3,2,8,7,5,22,3,7,0,0,0,1,100,0,1,0,29349,12415,4300,18549,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
23228,9189689,,12000,12000,12000,60 months,13.67,277.18,B,B5,store manager,6 years,MORTGAGE,65000,Verified,Dec-2013,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=9189689,Borrower added on 12/04/13 > Remodel out of date kitchen and replace old windows and doors in kitchen  and great room.<br>,home_improvement,Home improvement,545xx,WI,8.3,0,Feb-1995,765,769,4,44,,14,0,3486,11.1,48,f,0,0,13761.3299927774,13761.33,12000,1761.33,0,0,0,Jan-2015,10436.56,"",Nov-2018,724,720,0,,1,Individual,,,"",0,0,234021,,,,,,,,,,,,31500,,,,7,21275,18214,16.1,0,0,158,226,10,8,7,10,44,1,44,0,3,3,4,13,14,10,27,3,14,0,0,0,3,97.9,0,0,0,270594,19640,21700,21085,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
64424,43819155,,35000,35000,35000,60 months,17.86,886.11,D,D5,shop formen,10+ years,MORTGAGE,140000,Source Verified,Apr-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=43819155,"",debt_consolidation,Debt consolidation,480xx,MI,11.69,0,Dec-1985,665,669,0,70,71,12,1,16434,79.8,42,w,0,0,45302.4678682707,45302.47,35000,10302.47,0,0,0,Feb-2017,26728.89,"",Sep-2018,724,720,0,,1,Individual,,,"",0,0,274700,,,,,,,,,,,,20600,,,,6,22892,2167,88.3,0,0,140,352,18,11,8,18,71,3,71,0,6,7,6,17,9,9,25,7,12,0,0,0,1,91.7,83.3,1,0,299351,27469,18500,28370,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
27624,138348488,,11500,11500,11500,36 months,10.47,373.62,B,B2,Human Resources Representative,1 year,RENT,70000,Verified,Aug-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=138348488,"",credit_card,Credit card refinancing,029xx,RI,14.9,0,Aug-2009,765,769,2,,,11,0,7280,16.7,25,w,9536.21,9536.21,2635.41,2635.41,1963.79,671.62,0,0,0,Mar-2019,373.62,Apr-2019,Mar-2019,789,785,0,,1,Individual,,,"",0,0,213436,4,2,2,3,3,38751,99,2,2,5845,56,43700,2,3,3,5,19403,25611,20,0,0,108,68,1,1,3,6,,3,,0,3,4,3,3,15,6,7,4,11,0,0,0,4,100,0,0,0,267284,46031,32000,39179,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
38196,144391282,,18000,18000,18000,36 months,16.14,634.08,C,C4,Upper School Math Teacher,1 year,RENT,60000,Source Verified,Dec-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=144391282,"",debt_consolidation,Debt consolidation,208xx,MD,10.1,0,Jan-2008,700,704,0,,,5,0,8775,49.9,6,w,16808.17,16808.17,1886.1,1886.1,1191.83,694.27,0,0,0,Mar-2019,634.08,Apr-2019,Mar-2019,709,705,0,,1,Joint App,108000,11.2,Source Verified,0,0,50636,1,2,1,1,2,41861,111,0,0,7600,61,17600,1,0,3,1,10127,1225,87.8,0,0,99,131,25,2,0,25,,1,,0,2,2,2,2,2,3,4,2,5,0,0,0,1,100,50,0,0,55828,50636,10000,38228,24696,675,679,Nov-2012,1,0,10,66.8,0,12,0,0,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
79087,99244443,,12000,12000,12000,36 months,6.99,370.48,A,A2,IT Director,1 year,MORTGAGE,105000,Source Verified,Feb-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=99244443,"",debt_consolidation,Debt consolidation,301xx,GA,7.52,0,Dec-1983,695,699,0,41,82,8,1,8935,50.5,17,w,3936.01,3936.01,9252.68,9252.68,8063.99,1188.69,0,0,0,Mar-2019,370.48,Apr-2019,Mar-2019,719,715,0,41,1,Individual,,,"",0,0,173841,0,1,0,0,51,6346,85,0,1,3565,58,17700,0,1,1,1,24834,7533,48.8,0,0,113,398,19,19,4,19,41,9,41,1,3,4,3,4,2,5,10,4,8,0,0,0,0,87.5,33.3,0,0,193065,15847,14700,7495,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
56513,135717914,,24000,24000,24000,36 months,12.13,798.64,B,B5,Stem cell transplant coordinator,3 years,OWN,85000,Verified,Jun-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=135717914,"",debt_consolidation,Debt consolidation,720xx,AR,17.72,0,Aug-1997,685,689,1,33,,8,0,16308,76.9,21,w,18788.45,18788.45,7155.41,7155.41,5211.55,1943.86,0,0,0,Mar-2019,798.64,Apr-2019,Mar-2019,719,715,0,,1,Individual,,,"",0,0,211261,0,2,0,1,15,27830,62,1,2,8834,72,21200,1,1,4,3,26408,768,94.9,0,0,250,118,12,12,4,41,73,0,73,0,3,4,3,5,8,5,9,4,8,0,0,0,1,90.5,66.7,0,0,243945,44138,15200,46045,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,DirectPay,N,"","","",,,,0
9902,35004543,,20350,20350,20350,60 months,15.59,490.46,D,D1,Administrative Assistant III,10+ years,MORTGAGE,46368,Verified,Nov-2014,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=35004543,"",debt_consolidation,Debt consolidation,813xx,CO,23.68,0,Mar-1998,705,709,0,,,8,0,16701,77,17,w,0,0,7962.91,7962.91,2654.88,2722.55,0,2585.48,465.3864,Nov-2015,490.46,"",Oct-2016,574,570,0,,1,Individual,,,"",0,0,175735,,,,,,,,,,,,21700,,,,5,21967,250,97.4,0,0,160,200,7,2,3,7,,9,,0,2,4,2,5,5,4,9,4,8,0,0,0,3,100,100,0,0,193967,47624,9600,40543,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,1
93695,726424,,12000,12000,12000,36 months,14.91,415.46,D,D2,Applied Signal Technology,2 years,RENT,81744,Source Verified,Apr-2011,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=726424,"  Borrower added on 04/11/11 > Youthful stupidity led to four high balances on credit cards. They've all been canceled, but the APR is stuck at 30%, and the payments I can afford are not paying down the balances.<br/><br/>I've been stable and able to make payments without fail, but unable to get ahead.<br/><br/>The high revolving balances led to a lowered credit score, so I haven't been able to get a consolidation loan for a decent APR, allowing me to fix this mistake and get ahead in life.<br/><br/>My car will be paid off in October, thus accelerating my ability to pay off debts quickly, but in the meantime, I want to feel some sense of accomplishment, and stop dropping all my money into a black hole.<br/><br/>I just need a decent chance. If my parents and friends had the money, they'd loan it to me. But everyone around me seems to be strapped for cash in this economy. I want to be able to help others, but...I have to help myself first.<br/>",debt_consolidation,Consolidate Canceled Credit to Get Ahead,940xx,CA,17.2,1,Nov-1999,670,674,0,18,,8,0,5608,86.3,25,f,0,0,14956.35,14956.35,12000,2956.35,0,0,0,May-2014,437.86,"",Mar-2019,734,730,0,,1,Individual,,,"",0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
63757,5605872,,14825,14825,14825,36 months,18.49,539.62,D,D2,sumter transport,10+ years,MORTGAGE,46600,Verified,Jun-2013,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=5605872,Borrower added on 05/28/13 > I have a small business that is growing and the loan will help me out a great deal.<br><br> Borrower added on 05/28/13 > the loan is for my business use like helping me get equiment for my business so it want take away for my household budget.<br>,small_business,business loan,291xx,SC,27.81,0,Jul-1993,680,684,0,28,,7,0,7839,50.9,19,f,0,0,8051.15,8051.15,3721.34,2751.1,0,1578.71,15.7870999963,Aug-2014,550.3,"",Oct-2016,604,600,0,28,1,Individual,,,"",0,0,111963,,,,,,,,,,,,15400,,,,4,15995,61,99.2,0,0,161,242,51,5,3,67,63,,63,1,1,1,1,3,10,2,5,1,7,0,0,0,1,89,100,0,0,135618,36729,7900,37818,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,1
372,3676626,,4000,4000,4000,36 months,18.75,146.12,D,D3,Roof Rx,< 1 year,RENT,28000,Not Verified,Mar-2013,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=3676626,"",debt_consolidation,My Consolidation and Preparation Loan,903xx,CA,9.69,0,Mar-2007,670,674,0,28,,8,0,2532,33.3,18,f,0,0,3549.73,3549.73,2173.94,1038.39,0,337.4,60.3162,Jan-2015,146.12,"",Oct-2016,574,570,0,35,1,Individual,,,"",0,0,30591,,,,,,,,,,,,7600,,,,6,3824,351,70.7,0,0,42,73,11,7,0,63,28,,28,1,1,4,1,3,8,6,9,4,8,0,0,0,4,88,0,0,0,35983,30591,1200,28383,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,1
40538,24645615,,22950,22950,22950,60 months,17.57,577.43,D,D4,Foreman,10+ years,RENT,48000,Verified,Sep-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=24645615,"",debt_consolidation,Debt consolidation,300xx,GA,37.64,0,Nov-2001,700,704,1,,,11,0,46731,66.8,23,f,0,0,24251.17,24251.17,22949.99,1301.18,0,0,0,Feb-2015,443.72,"",Jan-2015,759,755,0,,1,Individual,,,"",0,0,59969,,,,,,,,,,,,70000,,,,2,5452,22269,67.7,0,0,129,153,4,4,4,4,,0,,0,7,7,8,11,3,9,16,7,11,0,0,0,1,100,50,0,0,93700,59969,69000,23700,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
80112,84820464,,6625,6625,6625,36 months,16.99,236.17,D,D1,A/R Clerk,4 years,RENT,19000,Verified,Jul-2016,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=84820464,"",other,Other,882xx,NM,1.58,0,Dec-2009,780,784,1,,,6,0,658,4.6,10,w,0,0,4002.38,4002.38,2714.85,1287.53,0,0,0,Dec-2017,236.17,"",Mar-2019,564,560,0,,1,Individual,,,"",0,0,658,0,0,0,1,21,0,,0,2,0,5,14200,3,1,8,3,110,2300,0,0,0,69,79,17,17,0,79,,0,,0,0,1,1,1,4,6,6,1,6,0,0,0,0,100,0,0,0,14200,658,2300,0,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,1
25684,133081549,,30000,30000,30000,36 months,5.31,903.31,A,A1,Infantryman,8 years,MORTGAGE,110000,Source Verified,May-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=133081549,"",debt_consolidation,Debt consolidation,967xx,HI,14.08,0,Oct-2006,775,779,0,,,9,0,17173,24.3,24,w,22139.14,22139.14,9045.58,9045.58,7860.86,1184.72,0,0,0,Mar-2019,903.31,Apr-2019,Mar-2019,774,770,0,,1,Individual,,,"",0,0,621542,1,2,1,3,9,16320,56,0,1,17101,34,70600,2,1,2,5,69060,10899,61.1,0,0,93,139,24,6,3,136,,8,,0,1,2,1,8,7,5,14,2,9,0,0,0,2,100,0,0,0,705920,33493,28000,29177,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
42332,16541725,,19600,19600,19550,60 months,16.99,487.01,D,D3,Solicitation Manager,1 year,MORTGAGE,60000,Not Verified,May-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=16541725,"",home_improvement,Home improvement,481xx,MI,23.52,0,Jun-1992,685,689,0,28,109,23,1,12335,57.2,34,f,0,0,27972.5056061003,27901.15,19600,8372.51,0,0,0,Sep-2017,8798.28,"",Oct-2017,704,700,0,,1,Individual,,,"",0,0,228260,,,,,,,,,,,,20200,,,,14,9924,2850,72.4,0,0,184,263,5,5,1,5,28,7,28,0,6,11,6,10,13,12,20,11,23,0,0,0,4,100,50,1,0,233302,71114,10800,53027,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
4852,13145959,,11075,11075,11075,60 months,18.25,282.75,D,D3,food service manager,10+ years,MORTGAGE,60000,Not Verified,Mar-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=13145959,"",debt_consolidation,Debt consolidation,377xx,TN,27.52,0,Jun-1995,695,699,1,52,,20,0,21358,53.8,50,f,0,0,16112.8431151552,16112.84,11075,5037.84,0,0,0,Jun-2017,5368.34,"",Jul-2017,729,725,0,,1,Individual,,,"",0,0,315148,,,,,,,,,,,,39700,,,,7,17508,3732,62.7,0,0,128,225,11,6,5,17,70,6,70,0,3,10,6,17,8,16,36,10,20,0,0,0,3,92,60,0,0,370103,49134,10000,30669,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
15340,125829299,,12000,12000,12000,60 months,18.06,305.12,D,D2,Mechanic,< 1 year,RENT,65000,Not Verified,Dec-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=125829299,"",debt_consolidation,Debt consolidation,294xx,SC,26.62,0,Aug-2008,685,689,0,45,,8,0,5727,49.4,23,w,9922,9922,4552.72,4552.72,2078,2474.72,0,0,0,Mar-2019,305.12,Apr-2019,Mar-2019,684,680,0,,1,Individual,,,"",0,0,71086,1,3,1,3,3,65359,80,0,1,2475,72,11600,4,0,2,4,8886,3529,60.3,0,0,112,65,17,3,0,33,,3,,0,3,5,3,3,17,5,6,5,8,0,0,0,1,91.3,33.3,0,0,84537,71086,8900,72937,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
22223,129640098,,8400,8400,8400,36 months,9.92,270.73,B,B2,Office of consumer practice,5 years,MORTGAGE,51000,Not Verified,Mar-2018,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=129640098,"",home_improvement,Home improvement,762xx,TX,19.46,0,Aug-2014,740,744,0,,,8,0,4764,15.2,9,w,0,0,8865.186984882,8865.19,8400,465.19,0,0,0,Oct-2018,7245.44,"",Mar-2019,749,745,0,,1,Individual,,,"",0,0,244189,1,2,1,2,5,20231,81,2,2,1705,50,29300,1,0,3,5,30524,23736,15.7,0,0,38,43,11,5,1,11,,5,,0,3,3,4,4,3,5,5,3,8,0,0,0,3,100,0,0,0,277533,24995,28500,25133,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,N,"","","",,,,0
77670,34503843,,14375,14375,14375,36 months,19.99,534.16,E,E3,Clerical Assistant,5 years,MORTGAGE,40000,Source Verified,Nov-2014,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=34503843,"",debt_consolidation,Debt consolidation,300xx,GA,25.74,0,Jan-1998,660,664,0,,,9,0,26678,88.9,19,f,0,0,12210.75,12210.75,3879.04,3353.84,26.71,4951.16,891.2088,Jun-2016,150,"",Oct-2018,544,540,0,,1,Individual,,,"",0,0,28628,,,,,,,,,,,,30000,,,,3,3181,287,98.7,0,0,120,202,9,6,0,84,,9,,0,4,8,4,8,3,8,16,8,9,0,0,0,2,100,100,0,0,32400,28628,22000,2400,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,Cash,Y,Aug-2018,BROKEN,Apr-2018,3153.72,51.64,12,1
94890,141879266,,17000,17000,17000,36 months,7.84,531.47,A,A4,Analyst,5 years,MORTGAGE,60000,Verified,Oct-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=141879266,"",credit_card,Credit card refinancing,331xx,FL,9.38,0,Oct-2012,665,669,0,,,9,0,17283,54.9,9,f,14870.33,14870.33,2601.83,2601.83,2129.67,472.16,0,0,0,Mar-2019,531.47,Apr-2019,Mar-2019,709,705,0,,1,Individual,,,"",0,0,17283,1,0,0,0,,0,,1,5,5985,55,31500,0,0,0,5,2160,6402,65.9,0,0,,72,3,3,0,13,,13,,0,5,7,6,6,0,9,9,7,9,0,0,0,1,100,60,0,0,31500,17283,18800,0,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,DirectPay,N,"","","",,,,0
8601,138916765,,40000,40000,40000,60 months,10.08,851.46,B,B1,Claims Adjuster,4 years,MORTGAGE,125000,Source Verified,Aug-2018,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=138916765,"",debt_consolidation,Debt consolidation,917xx,CA,18.63,0,Jul-2001,700,704,0,,,20,0,83647,55.6,35,w,0,0,41494.0847082362,41494.08,40000,1494.08,0,0,0,Dec-2018,39039.48,"",Jan-2019,689,685,0,,1,Individual,,,"",0,0,407017,0,1,0,2,18,6761,47,1,3,27066,55,154100,1,0,1,6,20351,64813,58.1,0,0,127,205,10,10,3,10,,11,,0,9,10,14,18,8,17,24,10,20,0,0,0,1,100,42.9,0,0,526718,90408,147700,14318,,,,"",,,,,,,,,,N,"","","",,,"","","",,,"",,,,DirectPay,N,"","","",,,,0
